timestamp,elapsed_ms,session,event,payload
2026-09-10T14:48:36,87,lesson-s2yc-1789031916,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 2, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:48:36,87,lesson-s2yc-1789031916,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 2, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:48:36,88,lesson-s2yc-1789031916,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:48:36,91,lesson-s2yc-1789031916,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:48:41,5438,lesson-s2yc-1789031916,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 16, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:41,5438,lesson-s2yc-1789031916,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 16, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:41,5438,lesson-s2yc-1789031916,vad_start,"{""turn"": 1, ""stop_ms"": 0.16, ""cursor"": {""turn_id"": 0, ""words_heard"": 16, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:41,5438,lesson-s2yc-1789031916,vad_start,"{""turn"": 1, ""stop_ms"": 0.16, ""cursor"": {""turn_id"": 0, ""words_heard"": 16, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:43,6887,lesson-s2yc-1789031916,transcript,"{""text"": ""English."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 0.84, ""whisper_ms"": 611, ""cursor"": {""word_index"": 16}, ""since_vad_start_ms"": 1449}"
2026-09-10T14:48:43,6887,lesson-s2yc-1789031916,transcript,"{""text"": ""English."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 0.84, ""whisper_ms"": 611, ""cursor"": {""word_index"": 16}, ""since_vad_start_ms"": 1449}"
2026-09-10T14:48:43,6892,lesson-s2yc-1789031916,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:48:43,6892,lesson-s2yc-1789031916,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:48:43,6900,lesson-s2yc-1789031916,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 2, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:48:43,6900,lesson-s2yc-1789031916,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 2, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:48:43,6901,lesson-s2yc-1789031916,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:48:43,6901,lesson-s2yc-1789031916,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:48:43,6915,lesson-s2yc-1789031916,graph_turn_done,"{""ms"": 26, ""intent"": null, ""turn"": 1}"
2026-09-10T14:48:43,6915,lesson-s2yc-1789031916,graph_turn_done,"{""ms"": 26, ""intent"": null, ""turn"": 1}"
2026-09-10T14:48:48,12277,lesson-s2yc-1789031916,playback_confirmed,"{""turn"": 1}"
2026-09-10T14:48:48,12278,lesson-s2yc-1789031916,playback_confirmed,"{""turn"": 1}"
