timestamp,elapsed_ms,session,event,payload
2026-09-10T15:19:11,88,lesson-ln9b-1789033751,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 1, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T15:19:11,89,lesson-ln9b-1789033751,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 1, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T15:19:11,89,lesson-ln9b-1789033751,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T15:19:11,89,lesson-ln9b-1789033751,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T15:19:13,1930,lesson-ln9b-1789033751,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 5, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T15:19:13,1930,lesson-ln9b-1789033751,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 5, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T15:19:13,1931,lesson-ln9b-1789033751,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 5}, ""since_vad_start_ms"": null}"
2026-09-10T15:19:13,1931,lesson-ln9b-1789033751,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 5}, ""since_vad_start_ms"": null}"
2026-09-10T15:19:13,1940,lesson-ln9b-1789033751,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""Which language shall we study in?""}"
2026-09-10T15:19:13,1940,lesson-ln9b-1789033751,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""Which language shall we study in?""}"
