timestamp,elapsed_ms,session,event,payload
2026-09-10T14:48:49,93,lesson-ums5-1789031929,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 3, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:48:49,94,lesson-ums5-1789031929,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 3, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T14:48:49,96,lesson-ums5-1789031929,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:48:49,97,lesson-ums5-1789031929,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T14:48:53,4056,lesson-ums5-1789031929,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 12, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:53,4056,lesson-ums5-1789031929,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 12, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:53,4056,lesson-ums5-1789031929,vad_start,"{""turn"": 1, ""stop_ms"": 0.19, ""cursor"": {""turn_id"": 0, ""words_heard"": 12, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:53,4056,lesson-ums5-1789031929,vad_start,"{""turn"": 1, ""stop_ms"": 0.19, ""cursor"": {""turn_id"": 0, ""words_heard"": 12, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T14:48:55,5687,lesson-ums5-1789031929,transcript,"{""text"": ""English."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 1.04, ""whisper_ms"": 591, ""cursor"": {""word_index"": 12}, ""since_vad_start_ms"": 1631}"
2026-09-10T14:48:55,5687,lesson-ums5-1789031929,transcript,"{""text"": ""English."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 1.04, ""whisper_ms"": 591, ""cursor"": {""word_index"": 12}, ""since_vad_start_ms"": 1631}"
2026-09-10T14:48:55,5693,lesson-ums5-1789031929,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:48:55,5693,lesson-ums5-1789031929,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""You can say it, or tap it on the screen.""}"
2026-09-10T14:48:55,5701,lesson-ums5-1789031929,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 1, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:48:55,5701,lesson-ums5-1789031929,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 1, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T14:48:55,5702,lesson-ums5-1789031929,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:48:55,5702,lesson-ums5-1789031929,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T14:48:55,5722,lesson-ums5-1789031929,graph_turn_done,"{""ms"": 32, ""intent"": null, ""turn"": 1}"
2026-09-10T14:48:55,5722,lesson-ums5-1789031929,graph_turn_done,"{""ms"": 32, ""intent"": null, ""turn"": 1}"
2026-09-10T14:49:00,11082,lesson-ums5-1789031929,playback_confirmed,"{""turn"": 1}"
2026-09-10T14:49:00,11083,lesson-ums5-1789031929,playback_confirmed,"{""turn"": 1}"
2026-09-10T14:49:03,13371,lesson-ums5-1789031929,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:49:03,13371,lesson-ums5-1789031929,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:49:03,13371,lesson-ums5-1789031929,vad_start,"{""turn"": 2, ""stop_ms"": 0.3, ""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
2026-09-10T14:49:03,13371,lesson-ums5-1789031929,vad_start,"{""turn"": 2, ""stop_ms"": 0.3, ""cursor"": {""turn_id"": 1, ""words_heard"": null, ""text"": """", ""was_last_item"": true, ""playing"": false}}"
