timestamp,elapsed_ms,session,event,payload
2026-09-10T01:05:00,89,lesson-hszz-1788982500,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 3, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T01:05:00,89,lesson-hszz-1788982500,tts,"{""turn"": 0, ""words"": 17, ""synth_ms"": 3, ""audio_s"": 5.61, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": false, ""transport"": ""ws""}"
2026-09-10T01:05:00,90,lesson-hszz-1788982500,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T01:05:00,90,lesson-hszz-1788982500,speak,"{""turn"": 0, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen.""}"
2026-09-10T01:05:01,1693,lesson-hszz-1788982500,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 5, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:01,1693,lesson-hszz-1788982500,stop,"{""cursor"": {""turn_id"": 0, ""words_heard"": 5, ""text"": ""Hi! Which language shall we study in? You can say it, or tap it on the screen."", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:01,1693,lesson-hszz-1788982500,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 5}, ""since_vad_start_ms"": null}"
2026-09-10T01:05:01,1693,lesson-hszz-1788982500,transcript,"{""text"": ""English"", ""lang"": null, ""prob"": 1.0, ""vad_s"": 0.0, ""whisper_ms"": 0, ""cursor"": {""word_index"": 5}, ""since_vad_start_ms"": null}"
2026-09-10T01:05:01,1700,lesson-hszz-1788982500,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""Which language shall we study in?""}"
2026-09-10T01:05:01,1701,lesson-hszz-1788982500,interrupt,"{""turn"": 1, ""cursor"": null, ""heard"": ""Which language shall we study in?""}"
2026-09-10T01:05:01,1711,lesson-hszz-1788982500,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 1, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T01:05:01,1711,lesson-hszz-1788982500,tts,"{""turn"": 1, ""words"": 13, ""synth_ms"": 1, ""audio_s"": 5.37, ""cached"": true, ""first_audio_ms"": null, ""timestamps"": true, ""transport"": ""ws""}"
2026-09-10T01:05:01,1711,lesson-hszz-1788982500,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T01:05:01,1712,lesson-hszz-1788982500,speak,"{""turn"": 1, ""kind"": ""system"", ""lang"": ""en"", ""text"": ""Lovely. So, what are we learning today, and which class is it for?""}"
2026-09-10T01:05:01,1735,lesson-hszz-1788982500,graph_turn_done,"{""ms"": 39, ""intent"": null, ""turn"": 1}"
2026-09-10T01:05:01,1735,lesson-hszz-1788982500,graph_turn_done,"{""ms"": 39, ""intent"": null, ""turn"": 1}"
2026-09-10T01:05:05,5754,lesson-hszz-1788982500,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": 8, ""text"": ""Lovely. So, what are we learning today, and which class is it for?"", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:05,5754,lesson-hszz-1788982500,stop,"{""cursor"": {""turn_id"": 1, ""words_heard"": 8, ""text"": ""Lovely. So, what are we learning today, and which class is it for?"", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:05,5754,lesson-hszz-1788982500,vad_start,"{""turn"": 2, ""stop_ms"": 0.24, ""cursor"": {""turn_id"": 1, ""words_heard"": 8, ""text"": ""Lovely. So, what are we learning today, and which class is it for?"", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:05,5754,lesson-hszz-1788982500,vad_start,"{""turn"": 2, ""stop_ms"": 0.24, ""cursor"": {""turn_id"": 1, ""words_heard"": 8, ""text"": ""Lovely. So, what are we learning today, and which class is it for?"", ""was_last_item"": true, ""playing"": true}}"
2026-09-10T01:05:09,8914,lesson-hszz-1788982500,transcript,"{""text"": ""Aspiration for class 11."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 2.44, ""whisper_ms"": 716, ""cursor"": {""word_index"": 8}, ""since_vad_start_ms"": 3161}"
2026-09-10T01:05:09,8914,lesson-hszz-1788982500,transcript,"{""text"": ""Aspiration for class 11."", ""lang"": ""en"", ""prob"": 1.0, ""vad_s"": 2.44, ""whisper_ms"": 716, ""cursor"": {""word_index"": 8}, ""since_vad_start_ms"": 3161}"
2026-09-10T01:05:09,8922,lesson-hszz-1788982500,interrupt,"{""turn"": 2, ""cursor"": null, ""heard"": ""So, what are we learning today, and which class is it for?""}"
2026-09-10T01:05:09,8922,lesson-hszz-1788982500,interrupt,"{""turn"": 2, ""cursor"": null, ""heard"": ""So, what are we learning today, and which class is it for?""}"
